feed_name,raw_column,status_labels,never_loaded,dropped,loaded_but_unused,meaning_or_example,example_values,is_renamed_to,is_stored,is_used,where_dropped,drop_reason,where_used,recommendation
fec_api_schedule_a_json,unused_contbr_id,dropped|loaded_but_unused,no,yes,yes,Example: C00694323 | C00308460 | C00401224,C00694323 | C00308460 | C00401224,,raw_extractions.payload_json,no,database/federal_fec.py:1173,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,amendment_indicator,dropped|loaded_but_unused,no,yes,yes,Example: A | N | C,A | N | C,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,amendment_indicator_desc,dropped|loaded_but_unused,no,yes,yes,Example: ADD | NO CHANGE | CHANGE,ADD | NO CHANGE | CHANGE,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,back_reference_schedule_id,dropped|loaded_but_unused,no,yes,yes,Example: SB17 | SA11C | SA11AI,SB17 | SA11C | SA11AI,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,back_reference_transaction_id,dropped|loaded_but_unused,no,yes,yes,Example: 500390958 | 500390846 | 500390845,500390958 | 500390846 | 500390845,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,beneficiary_committee_name,dropped|loaded_but_unused,no,yes,yes,Example: BRYAN MAXWELL FOR US SENATE | DEAN FOR ILLINOIS | DON TRACY FOR ILLINOIS,BRYAN MAXWELL FOR US SENATE | DEAN FOR ILLINOIS | DON TRACY FOR ILLINOIS,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_first_name,dropped|loaded_but_unused,no,yes,yes,Example: ADAM | KEVIN | S. RAJA,ADAM | KEVIN | S. RAJA,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_last_name,dropped|loaded_but_unused,no,yes,yes,Example: DELGADO | RYAN | KRISHNAMOORTHI,DELGADO | RYAN | KRISHNAMOORTHI,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_middle_name,dropped|loaded_but_unused,no,yes,yes,Example: T | RODGER | ANN,T | RODGER | ANN,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_office,dropped|loaded_but_unused,no,yes,yes,Example: S | H,S | H,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_office_description,dropped|loaded_but_unused,no,yes,yes,Example: SENATE | HOUSE,SENATE | HOUSE,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_office_district,dropped|loaded_but_unused,no,yes,yes,Example: 00 | 08 | 14,00 | 08 | 14,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_office_state,dropped|loaded_but_unused,no,yes,yes,Example: IL | WI | CA,IL | WI | CA,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_office_state_full,dropped|loaded_but_unused,no,yes,yes,Example: ILLINOIS | WISCONSIN | CALIFORNIA,ILLINOIS | WISCONSIN | CALIFORNIA,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_prefix,dropped|loaded_but_unused,no,yes,yes,Example: DR.,DR.,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,candidate_suffix,dropped|loaded_but_unused,no,yes,yes,Example: JR.,JR.,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,comm_dt,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,committee_id,dropped|loaded_but_unused,no,yes,yes,Example: C00921759 | C00920348 | C00918466,C00921759 | C00920348 | C00918466,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,conduit_committee_city,dropped|loaded_but_unused,no,yes,yes,Example: CONCORD | OAKLAND,CONCORD | OAKLAND,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,conduit_committee_name,dropped|loaded_but_unused,no,yes,yes,Example: CHECKMATEHCM | S.E. OWENS & COMPANY,CHECKMATEHCM | S.E. OWENS & COMPANY,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,conduit_committee_state,dropped|loaded_but_unused,no,yes,yes,Example: NH | CA,NH | CA,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,conduit_committee_street1,dropped|loaded_but_unused,no,yes,yes,"Example: 287 SOUTH MAIN STREET | 312 CLAY STREET, #300","287 SOUTH MAIN STREET | 312 CLAY STREET, #300",,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,conduit_committee_street2,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,conduit_committee_zip,dropped|loaded_but_unused,no,yes,yes,Example: 3301 | 94607,3301 | 94607,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,disbursement_purpose_category,dropped|loaded_but_unused,no,yes,yes,Example: OTHER | MATERIALS | TRAVEL,OTHER | MATERIALS | TRAVEL,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,entity_type,dropped|loaded_but_unused,no,yes,yes,Example: ORG | IND | CAN,ORG | IND | CAN,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,entity_type_desc,dropped|loaded_but_unused,no,yes,yes,Example: ORGANIZATION | INDIVIDUAL | CANDIDATE,ORGANIZATION | INDIVIDUAL | CANDIDATE,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,fec_election_type_desc,dropped|loaded_but_unused,no,yes,yes,Example: PRIMARY | GENERAL | RECOUNT,PRIMARY | GENERAL | RECOUNT,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,fec_election_year,dropped|loaded_but_unused,no,yes,yes,Example: 2026 | 2025 | 2022,2026 | 2025 | 2022,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,file_number,dropped|loaded_but_unused,no,yes,yes,Example: 1933746 | 1920886 | 1921629,1933746 | 1920886 | 1921629,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,filing_form,dropped|loaded_but_unused,no,yes,yes,Example: F3,F3,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,line_number_label,dropped|loaded_but_unused,no,yes,yes,Example: Operating Expenditures | Transfers to Other Authorized Committees | Other Disbursements,Operating Expenditures | Transfers to Other Authorized Committees | Other Disbursements,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,link_id,dropped|loaded_but_unused,no,yes,yes,Example: 4011920261302701032 | 4101520251292819918 | 4101620251292847155,4011920261302701032 | 4101520251292819918 | 4101620251292847155,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,memo_code,dropped|loaded_but_unused,no,yes,yes,Example: X,X,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,memo_code_full,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,memoed_subtotal,dropped|loaded_but_unused,no,yes,yes,Example: False | True,False | True,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,national_committee_nonfederal_account,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,original_sub_id,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,payee_first_name,dropped|loaded_but_unused,no,yes,yes,Example: BLAKE | EVAN | LILLY,BLAKE | EVAN | LILLY,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,payee_last_name,dropped|loaded_but_unused,no,yes,yes,Example: BLAKE DELCARMEN | ZHANG | MAXSON,BLAKE DELCARMEN | ZHANG | MAXSON,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,payee_middle_name,dropped|loaded_but_unused,no,yes,yes,Example: CHRISTINE | M | S.,CHRISTINE | M | S.,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,payee_prefix,dropped|loaded_but_unused,no,yes,yes,Example: DR.,DR.,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,payee_suffix,dropped|loaded_but_unused,no,yes,yes,Example: JR. | JR,JR. | JR,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,pdf_url,dropped|loaded_but_unused,no,yes,yes,Example: https://docquery.fec.gov/cgi-bin/fecimg/?202601199794075854 | https://docquery.fec.gov/cgi-bin/fecimg/?202601199794075845 | https://docquery.fec.gov/cgi-bin/fecimg/?202601199794075850,https://docquery.fec.gov/cgi-bin/fecimg/?202601199794075854 | https://docquery.fec.gov/cgi-bin/fecimg/?202601199794075845 | https://docquery.fec.gov/cgi-bin/fecimg/?202601199794075850,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,recipient_committee,dropped|loaded_but_unused,no,yes,yes,"Example: {'affiliated_committee_name': 'TEAM RAJA VICTORY FUND', 'candidate_ids': ['H6IL08147'], 'city': 'SCHAUMBURG', 'committee_id': 'C00575092', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2026, 'cycles': [2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_activity': [2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_financial': [2016, 2018, 2020, 2022, 2024, 2026], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2015-04-03', 'first_file_date': '2015-04-03', 'is_active': True, 'last_cycle_has_activity': 2026, 'last_cycle_has_financial': 2026, 'last_f1_date': '2021-07-15', 'last_file_date': '2026-01-31', 'name': 'FRIENDS OF RAJA FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'IL', 'state_full': 'Illinois', 'street_1': 'PO BOX 681202', 'street_2': None, 'treasurer_name': 'BALA, MATANGI', 'zip': '60168'} | {'affiliated_committee_name': 'DNC/STATE PARTY VICTORY FUND', 'candidate_ids': [], 'city': 'CHICAGO', 'committee_id': 'C00167015', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2026, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1983-05-04', 'first_file_date': '1983-05-04', 'is_active': True, 'last_cycle_has_activity': 2026, 'last_cycle_has_financial': 2026, 'last_f1_date': '2025-08-28', 'last_file_date': '2026-01-30', 'name': 'DEMOCRATIC PARTY OF ILLINOIS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'IL', 'state_full': 'Illinois', 'street_1': 'PO BOX 10692', 'street_2': None, 'treasurer_name': 'CROKE, PATRICK', 'zip': '60610'} | {'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00888669', 'committee_type': 'V', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Nonqualified', 'cycle': 2026, 'cycles': [2024, 2026], 'cycles_has_activity': [2024, 2026], 'cycles_has_financial': [2024, 2026], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2024-09-10', 'first_file_date': '2024-09-10', 'is_active': True, 'last_cycle_has_activity': 2026, 'last_cycle_has_financial': 2026, 'last_f1_date': '2025-02-20', 'last_file_date': '2026-01-31', 'name': 'KEY TO THE KEYSTONE PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1030 15TH ST NW', 'street_2': '#404', 'treasurer_name': 'THOMAN, SHAYNE', 'zip': '20005'}","{'affiliated_committee_name': 'TEAM RAJA VICTORY FUND', 'candidate_ids': ['H6IL08147'], 'city': 'SCHAUMBURG', 'committee_id': 'C00575092', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2026, 'cycles': [2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_activity': [2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_financial': [2016, 2018, 2020, 2022, 2024, 2026], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2015-04-03', 'first_file_date': '2015-04-03', 'is_active': True, 'last_cycle_has_activity': 2026, 'last_cycle_has_financial': 2026, 'last_f1_date': '2021-07-15', 'last_file_date': '2026-01-31', 'name': 'FRIENDS OF RAJA FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'IL', 'state_full': 'Illinois', 'street_1': 'PO BOX 681202', 'street_2': None, 'treasurer_name': 'BALA, MATANGI', 'zip': '60168'} | {'affiliated_committee_name': 'DNC/STATE PARTY VICTORY FUND', 'candidate_ids': [], 'city': 'CHICAGO', 'committee_id': 'C00167015', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2026, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1983-05-04', 'first_file_date': '1983-05-04', 'is_active': True, 'last_cycle_has_activity': 2026, 'last_cycle_has_financial': 2026, 'last_f1_date': '2025-08-28', 'last_file_date': '2026-01-30', 'name': 'DEMOCRATIC PARTY OF ILLINOIS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'IL', 'state_full': 'Illinois', 'street_1': 'PO BOX 10692', 'street_2': None, 'treasurer_name': 'CROKE, PATRICK', 'zip': '60610'} | {'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00888669', 'committee_type': 'V', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Nonqualified', 'cycle': 2026, 'cycles': [2024, 2026], 'cycles_has_activity': [2024, 2026], 'cycles_has_financial': [2024, 2026], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2024-09-10', 'first_file_date': '2024-09-10', 'is_active': True, 'last_cycle_has_activity': 2026, 'last_cycle_has_financial': 2026, 'last_f1_date': '2025-02-20', 'last_file_date': '2026-01-31', 'name': 'KEY TO THE KEYSTONE PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1030 15TH ST NW', 'street_2': '#404', 'treasurer_name': 'THOMAN, SHAYNE', 'zip': '20005'}",,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,recipient_name,dropped|loaded_but_unused,no,yes,yes,Example: WINRED TECHNICAL SERVICES | ELECTION CFO | REPUBLICANADS.COM,WINRED TECHNICAL SERVICES | ELECTION CFO | REPUBLICANADS.COM,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,ref_disp_excess_flg,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,report_type,dropped|loaded_but_unused,no,yes,yes,Example: YE | Q3 | Q2,YE | Q3 | Q2,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,report_year,dropped|loaded_but_unused,no,yes,yes,Example: 2025,2025,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,schedule_type,dropped|loaded_but_unused,no,yes,yes,Example: SB,SB,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,schedule_type_full,dropped|loaded_but_unused,no,yes,yes,Example: ITEMIZED DISBURSEMENTS,ITEMIZED DISBURSEMENTS,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,semi_annual_bundled_refund,dropped|loaded_but_unused,no,yes,yes,Example: 0.00 | 101.00 | 3500.00,0.00 | 101.00 | 3500.00,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,spender_committee_designation,dropped|loaded_but_unused,no,yes,yes,Example: P,P,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,spender_committee_org_type,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,spender_committee_type,dropped|loaded_but_unused,no,yes,yes,Example: S | H,S | H,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,transaction_id,dropped|loaded_but_unused,no,yes,yes,Example: SB17.I20 | SB17.I9 | SB17.I18,SB17.I20 | SB17.I9 | SB17.I18,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_b_json,unused_recipient_committee_id,dropped|loaded_but_unused,no,yes,yes,Example: C00918466 | C00915280 | C00917120,C00918466 | C00915280 | C00917120,,raw_extractions.payload_json,no,database/federal_fec.py:1358,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,action_code,dropped|loaded_but_unused,no,yes,yes,Example: A | N | C,A | N | C,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,action_code_full,dropped|loaded_but_unused,no,yes,yes,Example: ADD | NO CHANGE | CHANGE,ADD | NO CHANGE | CHANGE,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,amendment_indicator,dropped|loaded_but_unused,no,yes,yes,Example: N | A | T,N | A | T,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,amendment_number,dropped|loaded_but_unused,no,yes,yes,Example: 0 | 1 | 2,0 | 1 | 2,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,back_reference_schedule_name,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,back_reference_transaction_id,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,candidate,dropped|loaded_but_unused,no,yes,yes,"Example: {'candidate_id': 'H8IL14174', 'idx': 84597, 'two_year_period': '2018'} | {'candidate_id': 'H8IL14174', 'idx': 84599, 'two_year_period': '2022'} | {'candidate_id': 'H8IL14174', 'idx': 84598, 'two_year_period': '2020'}","{'candidate_id': 'H8IL14174', 'idx': 84597, 'two_year_period': '2018'} | {'candidate_id': 'H8IL14174', 'idx': 84599, 'two_year_period': '2022'} | {'candidate_id': 'H8IL14174', 'idx': 84598, 'two_year_period': '2020'}",,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,candidate_first_name,dropped|loaded_but_unused,no,yes,yes,Example: LAUREN A | LAUREN | UNDERWOOD,LAUREN A | LAUREN | UNDERWOOD,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,candidate_last_name,dropped|loaded_but_unused,no,yes,yes,Example: UNDERWOOD | LAUREN | TULLY,UNDERWOOD | LAUREN | TULLY,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
